id_colab_periodo;id_colaborador;periodo;horas_contratadas;codigo_cargo;codigo_area
100388-201908;100388;201908;80;4K1171;A0139
100388-201909;100388;201909;185;4K1171;A0139
100388-201910;100388;201910;89;4K1171;A0163
100388-201911;100388;201911;116;4K1171;A0163
100388-201912;100388;201912;107;4K1171;A0163
100388-202001;100388;202001;97;4K1171;A0163
100388-202002;100388;202002;105;5A1014;A0090
100388-202003;100388;202003;82;5A1014;A0090
100388-202004;100388;202004;152;5A1014;A0090
100388-202005;100388;202005;94;5A1014;A0090
100388-202006;100388;202006;128;5A1014;A0090
100389-201901;100389;201901;156;4L1083;A0128
100389-201902;100389;201902;60;4L1083;A0128
100389-201904;100389;201904;48;4L1083;A0128
100389-201905;100389;201905;158;4L1083;A0128
100389-201907;100389;201907;160;4L1083;A0128
100389-201908;100389;201908;160;4L1083;A0128
100389-201909;100389;201909;168;4L1083;A0128
100389-201910;100389;201910;77;4L1083;A0128
100389-201911;100389;201911;80;4L1083;A0128
100389-201912;100389;201912;97;4L1083;A0128
100389-202001;100389;202001;132;4L1083;A0128
100389-202002;100389;202002;141;4L1083;A0128
100389-202003;100389;202003;91;4K1171;A0210
100389-202004;100389;202004;154;4K1171;A0210
100389-202005;100389;202005;94;4K1171;A0210
100389-202006;100389;202006;73;4K1171;A0210
100390-201901;100390;201901;56;4L1391;A0325
100390-201902;100390;201902;120;4L1391;A0325
100390-201904;100390;201904;184;4L1391;A0325
100390-201905;100390;201905;150;4L1391;A0325
100390-201906;100390;201906;80;4L1391;A0325
100390-201907;100390;201907;80;4L1391;A0325
100390-201908;100390;201908;80;4L1391;A0325
100390-201909;100390;201909;70;4L1391;A0325
100390-201910;100390;201910;76;4L1391;A0325
100390-201911;100390;201911;180;4L1391;A0325
100390-201912;100390;201912;131;4L1391;A0325
100390-202001;100390;202001;159;4L1391;A0325
100390-202002;100390;202002;104;4K1171;A0210
100390-202003;100390;202003;49;4K1171;A0210
100390-202004;100390;202004;127;4K1171;A0210
100390-202005;100390;202005;150;4K1171;A0210
100390-202006;100390;202006;168;4K1171;A0210
100391-201901;100391;201901;178;5D1291;A0273
100391-201902;100391;201902;76;5D1291;A0273
100391-201904;100391;201904;183;5D1291;A0273
100391-201905;100391;201905;109;4K1171;A0139
100391-201906;100391;201906;80;4K1171;A0139
100391-201907;100391;201907;80;4K1171;A0139
100391-201908;100391;201908;80;4K1171;A0139
100391-201909;100391;201909;168;4K1171;A0139
100391-201910;100391;201910;114;4K1171;A0163
100391-201911;100391;201911;170;4K1171;A0163
100391-201912;100391;201912;155;4K1171;A0163
100391-202001;100391;202001;70;4K1171;A0163
100391-202002;100391;202002;155;5A1014;A0090
100391-202003;100391;202003;169;5A1014;A0090
100391-202004;100391;202004;184;5A1014;A0090
100391-202005;100391;202005;155;5A1014;A0090
100391-202006;100391;202006;108;5A1014;A0090
100392-201901;100392;201901;151;4K1561;A0034
100392-201902;100392;201902;134;4K1561;A0034
100392-201904;100392;201904;82;4K1561;A0034
100392-201905;100392;201905;162;4K1171;A0139
100392-201906;100392;201906;160;4K1171;A0139
100392-201907;100392;201907;160;4K1171;A0139
100392-201908;100392;201908;160;4K1171;A0139
100392-201909;100392;201909;165;4K1171;A0139
100392-201910;100392;201910;129;4K1171;A0163
100392-201911;100392;201911;154;4K1171;A0163
100392-201912;100392;201912;168;4K1171;A0163
100392-202001;100392;202001;179;4K1171;A0163
100392-202002;100392;202002;83;5A1014;A0090
100392-202003;100392;202003;122;5A1014;A0090
100392-202004;100392;202004;88;5A1014;A0090
100392-202005;100392;202005;136;5A1014;A0090
100392-202006;100392;202006;88;5A1014;A0090
100393-201901;100393;201901;78;5E1341;A0118
100393-201902;100393;201902;180;5E1341;A0118
100393-201904;100393;201904;61;5E1341;A0118
100393-201905;100393;201905;129;5E1341;A0118
100393-201906;100393;201906;80;5E1341;A0118
100393-201907;100393;201907;80;5E1341;A0118
100393-201908;100393;201908;80;5E1341;A0118
100393-201909;100393;201909;139;5E1341;A0118
100393-201910;100393;201910;175;5E1341;A0118
100393-201911;100393;201911;141;5E1341;A0118
100393-201912;100393;201912;185;5E1341;A0118
100393-202001;100393;202001;93;5E1341;A0118
100393-202002;100393;202002;177;4K1171;A0210
100393-202003;100393;202003;82;4K1171;A0210
100393-202004;100393;202004;103;4K1171;A0210
100393-202005;100393;202005;178;4K1171;A0210
100393-202006;100393;202006;58;4K1171;A0210
100394-201901;100394;201901;103;5D1291;A0026
100394-201902;100394;201902;98;5D1291;A0026
100394-201904;100394;201904;54;5D1291;A0026
100394-201905;100394;201905;87;5D1291;A0026
100394-201906;100394;201906;80;5D1291;A0026
100394-201907;100394;201907;80;5D1291;A0026
100394-201908;100394;201908;80;5D1291;A0026
100394-201909;100394;201909;189;5D1291;A0026
100394-201910;100394;201910;83;5D1291;A0026
100394-201911;100394;201911;150;5D1291;A0026
100394-201912;100394;201912;189;5D1291;A0026
100394-202001;100394;202001;160;5D1291;A0026
100394-202002;100394;202002;52;4K1171;A0210
100394-202003;100394;202003;80;4K1171;A0210
100394-202004;100394;202004;159;4K1171;A0210
100394-202005;100394;202005;81;4K1171;A0210
100394-202006;100394;202006;107;4K1171;A0210
100395-201901;100395;201901;110;5D1291;A0026
100395-201902;100395;201902;168;5D1291;A0026
100395-201904;100395;201904;153;5D1291;A0026
100395-201905;100395;201905;64;5D1291;A0026
100395-201906;100395;201906;80;5D1291;A0026
100395-201907;100395;201907;80;5D1291;A0026
100395-201908;100395;201908;80;5D1291;A0026
100395-201909;100395;201909;171;4K1171;A0321
100395-201910;100395;201910;140;4K1171;A0321
100395-201911;100395;201911;98;4K1171;A0321
100395-201912;100395;201912;138;4K1171;A0321
100395-202001;100395;202001;169;4K1171;A0321
100395-202002;100395;202002;64;4K1171;A0321
100395-202003;100395;202003;117;4K1171;A0072
100395-202004;100395;202004;131;4K1171;A0072
100395-202005;100395;202005;116;4K1171;A0072
100395-202006;100395;202006;93;4K1171;A0072
100396-201901;100396;201901;177;5D1291;A0273
100396-201902;100396;201902;74;5D1291;A0273
100396-201904;100396;201904;61;5D1291;A0273
100396-201905;100396;201905;92;4K1171;A0139
100396-201906;100396;201906;80;4K1171;A0139
100396-201907;100396;201907;80;4K1171;A0139
100396-201908;100396;201908;80;4K1171;A0139
100396-201909;100396;201909;89;4K1171;A0139
100396-201910;100396;201910;150;4K1171;A0163
100396-201911;100396;201911;144;4K1171;A0163
100396-201912;100396;201912;131;4K1171;A0163
100396-202001;100396;202001;145;4K1171;A0163
100396-202002;100396;202002;106;5A1014;A0090
100396-202003;100396;202003;158;5A1014;A0090
100396-202004;100396;202004;91;5A1014;A0090
100396-202005;100396;202005;127;5A1014;A0090
100396-202006;100396;202006;48;5A1014;A0090
100397-201901;100397;201901;83;4K1561;A0034
100397-201902;100397;201902;64;4K1561;A0034
100397-201904;100397;201904;144;4K1561;A0034
100397-201905;100397;201905;90;4K1171;A0139
100397-201906;100397;201906;132;4K1171;A0139
100397-201907;100397;201907;132;4K1171;A0139
100397-201908;100397;201908;132;4K1171;A0139
100397-201909;100397;201909;154;4K1171;A0139
100397-201910;100397;201910;157;4K1171;A0163
100397-201911;100397;201911;95;4K1171;A0163
100397-201912;100397;201912;55;4K1171;A0163
100397-202001;100397;202001;113;4K1171;A0163
100397-202002;100397;202002;173;5A1014;A0090
100397-202003;100397;202003;160;5A1014;A0090
100397-202004;100397;202004;105;5A1014;A0090
100397-202005;100397;202005;137;5A1014;A0090
100397-202006;100397;202006;113;5A1014;A0090
100398-201901;100398;201901;81;5D1291;A0274
100398-201902;100398;201902;168;5D1291;A0274
100398-201904;100398;201904;114;5D1291;A0274
100398-201905;100398;201905;176;5D1291;A0274
100398-201906;100398;201906;80;5D1291;A0274
100398-201907;100398;201907;80;5D1291;A0274
100398-201908;100398;201908;80;5D1291;A0274
100398-201909;100398;201909;68;5D1291;A0274
100398-201910;100398;201910;92;5D1291;A0274
100398-201911;100398;201911;185;5D1291;A0274
100398-201912;100398;201912;80;5D1291;A0274
100398-202001;100398;202001;176;5D1291;A0274
100398-202002;100398;202002;55;4K1171;A0210
100398-202003;100398;202003;70;4K1171;A0210
100398-202004;100398;202004;103;4K1171;A0210
100398-202005;100398;202005;53;4K1171;A0210
100398-202006;100398;202006;93;4K1171;A0210
100399-201901;100399;201901;130;5E1341;A0105
100399-201902;100399;201902;96;5E1341;A0105
100399-201904;100399;201904;169;5E1341;A0105
100399-201905;100399;201905;152;4K1171;A0139
100399-201907;100399;201907;80;4K1171;A0139
100399-201908;100399;201908;80;4K1171;A0139
100399-201909;100399;201909;184;4K1171;A0139
100399-201910;100399;201910;94;4K1171;A0139
100399-201911;100399;201911;69;4K1171;A0163
100399-201912;100399;201912;170;4K1171;A0163
100399-202001;100399;202001;187;4K1171;A0163
100399-202002;100399;202002;190;4K1171;A0163
100399-202003;100399;202003;118;5A1014;A0090
100399-202004;100399;202004;69;5A1014;A0090
100399-202005;100399;202005;110;5A1014;A0090
100399-202006;100399;202006;155;5A1014;A0090
100400-201901;100400;201901;53;5D1291;A0272
100400-201902;100400;201902;73;5D1291;A0272
100400-201904;100400;201904;185;5D1291;A0272
100400-201905;100400;201905;60;4K1171;A0139
100400-201906;100400;201906;80;4K1171;A0139
100400-201907;100400;201907;80;4K1171;A0139
100400-201908;100400;201908;80;4K1171;A0139
100400-201909;100400;201909;134;4K1171;A0139
100400-201910;100400;201910;99;4K1171;A0163
100400-201911;100400;201911;69;4K1171;A0163
100400-201912;100400;201912;162;4K1171;A0163
100400-202001;100400;202001;72;4K1171;A0163
100400-202002;100400;202002;62;5A1014;A0090
100400-202003;100400;202003;86;5A1014;A0090
100400-202004;100400;202004;153;5A1014;A0090
100400-202005;100400;202005;129;5A1014;A0090
100400-202006;100400;202006;56;5A1014;A0090
100401-201901;100401;201901;89;5E1341;A0116
100401-201902;100401;201902;184;5E1341;A0116
100401-201904;100401;201904;71;5E1341;A0116
100401-201905;100401;201905;95;5E1341;A0116
100401-201906;100401;201906;80;5E1341;A0116
100401-201907;100401;201907;80;5E1341;A0116
100401-201908;100401;201908;80;5E1341;A0116
100401-201909;100401;201909;105;5E1341;A0116
100401-201910;100401;201910;153;5E1341;A0116
100401-201911;100401;201911;190;5E1341;A0116
100401-201912;100401;201912;96;5E1341;A0116
100401-202001;100401;202001;116;5E1341;A0116
100401-202002;100401;202002;77;4K1171;A0210
100401-202003;100401;202003;115;4K1171;A0210
100401-202004;100401;202004;177;4K1171;A0210
100401-202005;100401;202005;114;4K1171;A0210
100401-202006;100401;202006;81;4K1171;A0210
100402-201901;100402;201901;182;5D1271;A0179
100402-201902;100402;201902;168;5D1271;A0179
100402-201904;100402;201904;129;5D1271;A0179
100402-201905;100402;201905;171;4K1171;A0139
100402-201906;100402;201906;80;4K1171;A0139
100402-201907;100402;201907;80;4K1171;A0139
100402-201908;100402;201908;80;4K1171;A0139
100402-201909;100402;201909;98;4K1171;A0139
100402-201910;100402;201910;90;4K1171;A0163
100402-201911;100402;201911;100;4K1171;A0163
100402-201912;100402;201912;79;4K1171;A0163
100402-202001;100402;202001;61;4K1171;A0163
100402-202002;100402;202002;57;5A1014;A0090
100402-202003;100402;202003;83;5A1014;A0090
100402-202004;100402;202004;59;5A1014;A0090
100402-202005;100402;202005;178;5A1014;A0090
100402-202006;100402;202006;167;5A1014;A0090
100403-201901;100403;201901;137;5D1276;A0183
100403-201902;100403;201902;58;5D1276;A0183
100403-201904;100403;201904;88;5D1276;A0183
100403-201905;100403;201905;179;5D1276;A0183
100403-201906;100403;201906;80;5D1276;A0183
100403-201907;100403;201907;80;5D1276;A0183
100403-201908;100403;201908;80;5D1276;A0183
100403-201909;100403;201909;137;5D1276;A0183
100403-201910;100403;201910;119;5D1276;A0183
100403-201911;100403;201911;154;5D1276;A0183
100403-201912;100403;201912;179;5D1276;A0183
100403-202001;100403;202001;151;5D1276;A0183
100403-202002;100403;202002;120;4K1171;A0210
100403-202003;100403;202003;80;4K1171;A0210
100403-202004;100403;202004;165;4K1171;A0210
100403-202005;100403;202005;181;4K1171;A0210
100403-202006;100403;202006;123;4K1171;A0210
100404-201901;100404;201901;86;5D1291;A0257
100404-201902;100404;201902;120;5D1291;A0257
100404-201904;100404;201904;95;5D1291;A0257
100404-201905;100404;201905;66;5D1291;A0257
100404-201906;100404;201906;80;5D1291;A0257
100404-201907;100404;201907;80;5D1291;A0257
100404-201908;100404;201908;80;5D1291;A0257
100404-201909;100404;201909;162;5D1291;A0257
100404-201910;100404;201910;184;5D1291;A0257
100404-201911;100404;201911;169;5D1291;A0257
100404-201912;100404;201912;165;5D1291;A0257
100404-202001;100404;202001;105;5D1291;A0257
100404-202002;100404;202002;80;4K1171;A0210
100404-202003;100404;202003;164;4K1171;A0210
100404-202004;100404;202004;66;4K1171;A0210
100404-202005;100404;202005;55;4K1171;A0210
100404-202006;100404;202006;187;4K1171;A0210
100405-201901;100405;201901;109;5D1291;A0273
100405-201902;100405;201902;156;5D1291;A0273
100405-201904;100405;201904;97;5D1291;A0273
100405-201905;100405;201905;155;4K1171;A0139
100405-201906;100405;201906;80;4K1171;A0139
100405-201907;100405;201907;80;4K1171;A0139
100405-201908;100405;201908;80;4K1171;A0139
100405-201909;100405;201909;127;4K1171;A0139
100405-201910;100405;201910;92;4K1171;A0163
100405-201911;100405;201911;182;4K1171;A0163
100405-201912;100405;201912;119;4K1171;A0163
100405-202001;100405;202001;102;4K1171;A0163
100405-202002;100405;202002;166;5A1014;A0090
100405-202003;100405;202003;86;5A1014;A0090
100405-202004;100405;202004;91;5A1014;A0090
100405-202005;100405;202005;83;5A1014;A0090
100405-202006;100405;202006;53;5A1014;A0090
100406-201901;100406;201901;145;5D1291;A0272
100406-201902;100406;201902;182;5D1291;A0272
100406-201904;100406;201904;184;5D1291;A0272
100406-201905;100406;201905;148;5D1291;A0272
100406-201906;100406;201906;80;5D1291;A0272
100406-201907;100406;201907;80;5D1291;A0272
100406-201908;100406;201908;80;5D1291;A0272
100406-201909;100406;201909;159;4K1171;A0321
100406-201910;100406;201910;48;4K1171;A0321
100406-201911;100406;201911;60;4K1171;A0321
100406-201912;100406;201912;84;4K1171;A0321
100406-202001;100406;202001;48;4K1171;A0321
100406-202002;100406;202002;60;4K1171;A0321
100406-202003;100406;202003;66;4K1171;A0072
100406-202004;100406;202004;164;4K1171;A0072
100406-202005;100406;202005;72;4K1171;A0072
100406-202006;100406;202006;99;4K1171;A0072
100407-201901;100407;201901;134;5D1291;A0017
100407-201902;100407;201902;62;5D1291;A0017
100407-201904;100407;201904;80;5D1291;A0017
100407-201905;100407;201905;177;4K1171;A0139
100407-201906;100407;201906;80;4K1171;A0139
100407-201907;100407;201907;80;4K1171;A0139
100407-201908;100407;201908;80;4K1171;A0139
100407-201909;100407;201909;152;4K1171;A0139
100407-201910;100407;201910;131;4K1171;A0163
100407-201911;100407;201911;129;4K1171;A0163
100407-201912;100407;201912;78;4K1171;A0163
100407-202001;100407;202001;108;4K1171;A0163
100407-202002;100407;202002;137;5A1014;A0090
100407-202003;100407;202003;116;5A1014;A0090
100407-202004;100407;202004;56;5A1014;A0090
100407-202005;100407;202005;50;5A1014;A0090
100407-202006;100407;202006;71;5A1014;A0090
100408-201901;100408;201901;122;5D1291;A0362
100408-201902;100408;201902;189;5D1291;A0362
100408-201904;100408;201904;111;5D1291;A0362
100408-201905;100408;201905;134;5D1291;A0362
100408-201906;100408;201906;80;5D1291;A0362
100408-201907;100408;201907;80;5D1291;A0362
100408-201908;100408;201908;80;5D1291;A0362
100408-201909;100408;201909;67;5D1291;A0362
100408-201910;100408;201910;66;5D1291;A0362
100408-201911;100408;201911;132;5D1291;A0362
100408-201912;100408;201912;113;5D1291;A0362
100408-202001;100408;202001;151;5D1291;A0362
100408-202002;100408;202002;63;4K1171;A0210
100408-202003;100408;202003;82;4K1171;A0210
100408-202004;100408;202004;59;4K1171;A0210
100408-202005;100408;202005;78;4K1171;A0210
100408-202006;100408;202006;140;4K1171;A0210
100409-201901;100409;201901;154;5D1291;A0258
100409-201902;100409;201902;137;5D1291;A0258
100409-201904;100409;201904;128;5D1291;A0258
100409-201905;100409;201905;72;5D1291;A0258
100409-201906;100409;201906;80;5D1291;A0258
100409-201907;100409;201907;80;5D1291;A0258
100409-201908;100409;201908;80;5D1291;A0258
100409-201909;100409;201909;82;5D1291;A0258
100409-201910;100409;201910;189;5D1291;A0258
100409-201911;100409;201911;51;5D1291;A0258
100409-201912;100409;201912;137;5D1291;A0258
100409-202001;100409;202001;74;5D1291;A0258
100409-202002;100409;202002;54;4K1171;A0210
100409-202003;100409;202003;73;4K1171;A0210
100409-202004;100409;202004;91;4K1171;A0210
100409-202005;100409;202005;154;4K1171;A0210
100409-202006;100409;202006;72;4K1171;A0210
100410-201901;100410;201901;157;5D1291;A0020
100410-201902;100410;201902;161;5D1291;A0020
100410-201904;100410;201904;140;5D1291;A0020
100410-201905;100410;201905;57;4K1171;A0139
100410-201906;100410;201906;80;4K1171;A0139
100410-201907;100410;201907;80;4K1171;A0139
100410-201908;100410;201908;80;4K1171;A0139
100410-201909;100410;201909;79;4K1171;A0139
100410-201910;100410;201910;118;4K1171;A0163
100410-201911;100410;201911;129;4K1171;A0163
100410-201912;100410;201912;62;4K1171;A0163
100410-202001;100410;202001;69;4K1171;A0163
100410-202002;100410;202002;160;5A1014;A0090
100410-202003;100410;202003;96;5A1014;A0090
100410-202004;100410;202004;151;5A1014;A0090
100410-202005;100410;202005;76;5A1014;A0090
100410-202006;100410;202006;106;5A1014;A0090
100411-201901;100411;201901;49;5D1291;A0007
100411-201902;100411;201902;69;5D1291;A0007
100411-201904;100411;201904;168;5D1291;A0007
100411-201905;100411;201905;67;5D1291;A0007
100411-201906;100411;201906;80;5D1291;A0007
100411-201907;100411;201907;80;5D1291;A0007
100411-201908;100411;201908;80;5D1291;A0007
100411-201909;100411;201909;183;5D1291;A0007
100411-201910;100411;201910;158;5D1291;A0007
100411-201911;100411;201911;161;5D1291;A0007
100411-201912;100411;201912;176;5D1291;A0007
100411-202001;100411;202001;70;5D1291;A0007
100411-202002;100411;202002;192;4K1171;A0210
100411-202003;100411;202003;112;4K1171;A0210
100411-202004;100411;202004;148;4K1171;A0210
100411-202005;100411;202005;138;4K1171;A0210
100411-202006;100411;202006;147;4K1171;A0210
100412-201901;100412;201901;96;5D1291;A0023
100412-201902;100412;201902;169;5D1291;A0023
100412-201904;100412;201904;131;5D1291;A0023
100412-201905;100412;201905;128;4K1171;A0139
100412-201906;100412;201906;80;4K1171;A0139
100412-201907;100412;201907;80;4K1171;A0139
100412-201908;100412;201908;80;4K1171;A0139
100412-201909;100412;201909;67;4K1171;A0139
100412-201910;100412;201910;145;4K1171;A0163
100412-201911;100412;201911;146;4K1171;A0163
100412-201912;100412;201912;55;4K1171;A0163
100412-202001;100412;202001;110;4K1171;A0163
100412-202002;100412;202002;183;5A1014;A0090
100412-202003;100412;202003;178;5A1014;A0090
100412-202004;100412;202004;50;5A1014;A0090
100412-202005;100412;202005;80;5A1014;A0090
100412-202006;100412;202006;140;5A1014;A0090
100413-201901;100413;201901;164;5D1291;A0017
100413-201902;100413;201902;141;5D1291;A0017
100413-201904;100413;201904;144;5D1291;A0017
100413-201905;100413;201905;157;4K1171;A0139
100413-201906;100413;201906;80;4K1171;A0139
100413-201907;100413;201907;80;4K1171;A0139
100413-201908;100413;201908;80;4K1171;A0139
100413-201909;100413;201909;80;4K1171;A0139
100413-201910;100413;201910;65;4K1171;A0163
100413-201911;100413;201911;53;4K1171;A0163
100413-201912;100413;201912;70;4K1171;A0163
100413-202001;100413;202001;94;4K1171;A0163
100413-202002;100413;202002;161;5A1014;A0090
100413-202003;100413;202003;161;5A1014;A0090
100413-202004;100413;202004;158;5A1014;A0090
100413-202005;100413;202005;105;5A1014;A0090
100413-202006;100413;202006;176;5A1014;A0090
100414-201901;100414;201901;106;5E1341;A0116
100414-201902;100414;201902;125;5E1341;A0116
100414-201904;100414;201904;152;5E1341;A0116
100414-201905;100414;201905;109;5E1341;A0116
100414-201906;100414;201906;80;5E1341;A0116
100414-201907;100414;201907;80;5E1341;A0116
100414-201908;100414;201908;80;5E1341;A0116
100414-201909;100414;201909;78;5E1341;A0116
100414-201910;100414;201910;155;5E1341;A0116
100414-201911;100414;201911;87;5E1341;A0116
100414-201912;100414;201912;160;5E1341;A0116
100414-202001;100414;202001;112;5E1341;A0116
100414-202002;100414;202002;189;4K1171;A0210
100414-202003;100414;202003;76;4K1171;A0210
100414-202004;100414;202004;177;4K1171;A0210
100414-202005;100414;202005;111;4K1171;A0210
100414-202006;100414;202006;146;4K1171;A0210
100415-201901;100415;201901;165;5E1341;A0103
100415-201902;100415;201902;174;5E1341;A0103
100415-201904;100415;201904;78;5E1341;A0103
100415-201905;100415;201905;64;5E1341;A0103
100415-201906;100415;201906;80;5E1341;A0103
100415-201907;100415;201907;80;5E1341;A0103
100415-201908;100415;201908;80;5E1341;A0103
100415-201909;100415;201909;96;4K1171;A0321
100415-201910;100415;201910;182;4K1171;A0321
100415-201911;100415;201911;121;4K1171;A0321
100415-201912;100415;201912;130;4K1171;A0321
100415-202001;100415;202001;51;4K1171;A0321
100415-202002;100415;202002;50;4K1171;A0321
100415-202003;100415;202003;149;4K1171;A0072
100415-202004;100415;202004;84;4K1171;A0072
100415-202005;100415;202005;100;4K1171;A0072
100415-202006;100415;202006;110;4K1171;A0072
100416-201901;100416;201901;90;5D1278;A0154
100416-201902;100416;201902;169;5D1278;A0154
100416-201904;100416;201904;87;5D1278;A0154
100416-201905;100416;201905;86;5D1278;A0154
100416-201906;100416;201906;80;5D1278;A0154
100416-201907;100416;201907;80;5D1278;A0154
100416-201908;100416;201908;80;5D1278;A0154
100416-201909;100416;201909;74;5D1278;A0154
100416-201910;100416;201910;119;5D1278;A0154
100416-201911;100416;201911;61;5D1278;A0154
100416-201912;100416;201912;148;5D1278;A0154
100416-202001;100416;202001;51;5D1278;A0154
100416-202002;100416;202002;89;5D1278;A0154
100416-202003;100416;202003;83;5D1278;A0154
100416-202004;100416;202004;130;5D1278;A0154
100416-202005;100416;202005;163;5D1278;A0154
100416-202006;100416;202006;81;5D1278;A0154
100417-201901;100417;201901;162;5D1291;A0257
100417-201902;100417;201902;94;5D1291;A0257
100417-201904;100417;201904;174;5D1291;A0257
100417-201905;100417;201905;101;4K1171;A0139
100417-201906;100417;201906;80;4K1171;A0139
100417-201907;100417;201907;80;4K1171;A0139
100417-201908;100417;201908;80;4K1171;A0139
100417-201909;100417;201909;119;4K1171;A0139
100417-201910;100417;201910;106;4K1171;A0163
100417-201911;100417;201911;107;4K1171;A0163
100417-201912;100417;201912;57;4K1171;A0163
100417-202001;100417;202001;100;4K1171;A0163
100417-202002;100417;202002;94;5A1014;A0090
100417-202003;100417;202003;130;5A1014;A0090
100417-202004;100417;202004;152;5A1014;A0090
100417-202005;100417;202005;186;5A1014;A0090
100417-202006;100417;202006;65;5A1014;A0090
100418-201901;100418;201901;133;5E1341;A0116
100418-201902;100418;201902;48;5E1341;A0116
100418-201904;100418;201904;107;5E1341;A0116
100418-201905;100418;201905;50;5E1341;A0116
100418-201906;100418;201906;80;5E1341;A0116
100418-201907;100418;201907;80;5E1341;A0116
100418-201908;100418;201908;80;5E1341;A0116
100418-201909;100418;201909;133;5E1341;A0116
100418-201910;100418;201910;115;5E1341;A0116
100418-201911;100418;201911;183;5E1341;A0116
100418-201912;100418;201912;85;5E1341;A0116
100418-202001;100418;202001;126;5E1341;A0116
100418-202002;100418;202002;129;4K1171;A0210
100418-202003;100418;202003;179;4K1171;A0210
100418-202004;100418;202004;100;4K1171;A0210
100418-202005;100418;202005;87;4K1171;A0210
100418-202006;100418;202006;158;4K1171;A0210
100419-201901;100419;201901;163;5D1291;A0267
100419-201902;100419;201902;79;5D1291;A0267
100419-201904;100419;201904;65;5D1291;A0267
100419-201905;100419;201905;118;5D1291;A0267
100419-201906;100419;201906;80;5D1291;A0267
100419-201907;100419;201907;80;5D1291;A0267
100419-201908;100419;201908;80;5D1291;A0267
100419-201909;100419;201909;81;5D1291;A0267
100419-201910;100419;201910;148;5D1291;A0267
100419-201911;100419;201911;81;5D1291;A0267
100419-201912;100419;201912;52;5D1291;A0267
100419-202001;100419;202001;164;5D1291;A0267
100419-202002;100419;202002;114;4K1171;A0210
100419-202003;100419;202003;146;4K1171;A0210
100419-202004;100419;202004;83;4K1171;A0210
100419-202005;100419;202005;62;4K1171;A0210
100419-202006;100419;202006;77;4K1171;A0210
100420-201901;100420;201901;93;5E1341;A0110
100420-201902;100420;201902;99;5E1341;A0110
100420-201904;100420;201904;95;5E1341;A0110
100420-201905;100420;201905;115;5E1341;A0110
100420-201907;100420;201907;80;5E1341;A0110
100420-201908;100420;201908;80;5E1341;A0110
100420-201909;100420;201909;52;5E1341;A0110
100420-201910;100420;201910;86;4K1171;A0321
100420-201911;100420;201911;154;4K1171;A0321
100420-201912;100420;201912;62;4K1171;A0321
100420-202001;100420;202001;68;4K1171;A0321
100420-202002;100420;202002;166;4K1171;A0321
100420-202003;100420;202003;121;4K1171;A0321
100420-202004;100420;202004;59;4K1171;A0072
100420-202005;100420;202005;108;4K1171;A0072
100420-202006;100420;202006;111;4K1171;A0072
100421-201901;100421;201901;180;5D1291;A0271
100421-201902;100421;201902;78;5D1291;A0271
100421-201904;100421;201904;105;5D1291;A0271
100421-201905;100421;201905;62;5D1291;A0271
100421-201906;100421;201906;80;5D1291;A0271
100421-201907;100421;201907;80;5D1291;A0271
100421-201908;100421;201908;80;5D1291;A0271
100421-201909;100421;201909;171;4K1171;A0321
100421-201910;100421;201910;96;4K1171;A0321
100421-201911;100421;201911;122;4K1171;A0321
100421-201912;100421;201912;158;4K1171;A0321
100421-202001;100421;202001;155;4K1171;A0321
100421-202002;100421;202002;151;4K1171;A0321
100421-202003;100421;202003;175;4K1171;A0072
100421-202004;100421;202004;169;4K1171;A0072
100421-202005;100421;202005;166;4K1171;A0072
100421-202006;100421;202006;113;4K1171;A0072
100422-201901;100422;201901;51;5D1291;A0032
100422-201902;100422;201902;164;5D1291;A0032
100422-201904;100422;201904;74;5D1291;A0032
100422-201905;100422;201905;178;5D1291;A0032
100422-201906;100422;201906;80;5D1291;A0032
100422-201907;100422;201907;80;5D1291;A0032
100422-201908;100422;201908;80;5D1291;A0032
100422-201909;100422;201909;154;4K1171;A0321
100422-201910;100422;201910;94;4K1171;A0321
100422-201911;100422;201911;128;4K1171;A0321
100422-201912;100422;201912;71;4K1171;A0321
100422-202001;100422;202001;83;4K1171;A0321
100422-202002;100422;202002;134;4K1171;A0321
100422-202003;100422;202003;126;4K1171;A0072
100422-202004;100422;202004;111;4K1171;A0072
100422-202005;100422;202005;174;4K1171;A0072
100422-202006;100422;202006;121;4K1171;A0072
100423-201901;100423;201901;100;5D1291;A0005
100423-201902;100423;201902;118;5D1291;A0005
100423-201904;100423;201904;58;5D1291;A0005
100423-201905;100423;201905;111;5D1291;A0005
100423-201906;100423;201906;80;5D1291;A0005
100423-201907;100423;201907;80;5D1291;A0005
100423-201908;100423;201908;80;5D1291;A0005
100423-201909;100423;201909;187;5D1291;A0005
100423-201910;100423;201910;48;5D1291;A0005
100423-201911;100423;201911;84;5D1291;A0005
100423-201912;100423;201912;176;5D1291;A0005
100423-202001;100423;202001;151;5D1291;A0005
100423-202002;100423;202002;157;4K1171;A0210
100423-202003;100423;202003;137;4K1171;A0210
100423-202004;100423;202004;137;4K1171;A0210
100423-202005;100423;202005;177;4K1171;A0210
100423-202006;100423;202006;67;4K1171;A0210
100424-201901;100424;201901;185;5E1341;A0111
100424-201902;100424;201902;78;5E1341;A0111
100424-201904;100424;201904;115;5E1341;A0111
