Afiliado,salario
17810775,1700000
13702410,3160000
10423593,2350000
22217970,2500000
7995803,3160000
10332290,1700000
8020900,3160000
9388145,1700000
7869002,1700000
19446773,2350000
9482047,3160000
190370,1300000
7720887,1800000
6789357,1700000
9532850,2350000
22230199,3160000
43767,3160000
3726139,1300000
5489166,3160000
18658351,1800000
5277885,1700000
3396366,1300000
1599777,1300000
5793053,2500000
10167119,3160000
8029743,1800000
1733724,2500000
17672528,2500000
9469198,1700000
9765828,1700000
14991223,1800000
352127,1800000
10305240,1300000
7525384,3160000
21823518,3160000
22101317,1300000
6185149,1300000
9750873,1800000
1458547,2350000
7822123,1700000
921479,1800000
7829225,3160000
992027,2500000
8052120,2350000
32806,2500000
2311584,1800000
1391064,1700000
21643518,2500000
1992154,2350000
10385870,1700000
10957610,2350000
9061831,1800000
16674028,3160000
4350189,1800000
10351878,1700000
842416,1700000
18637244,2500000
9586698,3160000
18701825,1700000
3227918,1700000
12655270,2500000
5068889,2350000
6632915,1300000
18661973,3160000
10050305,2350000
1129198,3160000
7284860,3160000
9949959,2350000
7079018,2500000
1975784,3160000
16027062,2500000
6393405,2500000
1220636,2350000
6469053,3160000
2537519,2500000
5773457,1300000
3176871,1800000
7475783,2350000
9542548,2350000
10930232,2350000
1810529,2500000
19468422,2500000
19030006,2350000
18652695,1700000
9300176,1800000
6372544,3160000
1738387,1300000
10867715,1800000
21683066,1300000
5475826,1700000
2747985,2500000
6348731,1800000
9307291,1700000
10882046,2500000
9331977,3160000
1090448,1700000
2885352,3160000
5084375,1300000
7560363,1300000
19337708,1800000
1907139,3160000
6727602,1800000
10371439,1700000
22203585,3160000
16185715,2350000
2890412,2500000
5808253,1800000
21730419,1300000
9400078,2500000
1698172,1800000
1152709,1300000
1430189,1800000
7106285,2350000
6857656,3160000
17076823,1700000
21706258,1700000
5749448,1700000
1785241,2500000
1780678,1800000
10752349,1700000
14044604,3160000
12339962,2350000
1867620,1300000
7873519,1700000
7960259,1800000
7159562,1800000
1578365,2500000
17237052,1800000
19416730,1700000
2660560,2350000
761729,3160000
21935988,1700000
1042885,2500000
5485509,2500000
2957729,3160000
8192355,1700000
17836574,2500000
9732162,1700000
18714869,1700000
7611212,2350000
6038021,2500000
6973788,1800000
7065372,1800000
9718746,1300000
4745042,2500000
3449161,3160000
9664589,1700000
6891700,2350000
2990880,2500000
1255306,1700000
1831023,1800000
10414577,2350000
1393761,2350000
1515390,1800000
5479624,2350000
18678752,1300000
18740585,2500000
7983739,1700000
9304565,3160000
9820418,1700000
3209509,1700000
9452085,3160000
7899912,1700000
18673256,1700000
4781049,1700000
5694707,1300000
10804879,1300000
11426896,1700000
6410435,1800000
2481946,1300000
9550893,2500000
5363851,1300000
9550308,1300000
4181915,1300000
8324114,3160000
998275,2350000
1921965,2350000
7999754,3160000
2780034,2500000
2461714,2500000
4561820,1700000
6632001,3160000
21484316,1800000
3123347,1700000
8433439,3160000
10038929,1300000
21081084,2500000
9354309,1800000
14755685,1700000
9275602,1700000
10430446,2500000
5973984,3160000
18681347,3160000
13397870,1300000
7700671,1300000
9543954,1800000
7295430,2350000
18691176,2500000
7212238,3160000
4578490,1700000
7718319,1300000
1438747,2350000
2036777,2500000
7743200,1300000
3285221,1800000
6121449,1700000
10882561,1700000
5146684,1300000
8020280,3160000
6892279,2350000
2122044,1800000
9817518,1700000
9684317,2350000
2440121,2500000
18651626,2500000
2163354,1800000
2216838,1800000
598855,3160000
2426819,2350000
9391779,3160000
1253242,2500000
7637231,1300000
2954075,1300000
14753333,1800000
22220027,1700000
9729970,2350000
1491254,2350000
18654017,1300000
5892901,1300000
23213103,2500000
10332165,2500000
1754017,2500000
9311111,3160000
7395122,2350000
9788132,2500000
7067312,2500000
18708993,2350000
1352638,3160000
7844838,3160000
5842337,1700000
582662,1700000
1978116,1800000
5997201,2500000
14985289,1700000
6764828,1800000
1593401,3160000
5397623,1300000
22082144,2500000
6771409,2500000
8013295,1700000
14294402,3160000
21259505,1700000
18869458,1800000
6836460,1800000
10321062,1800000
10432001,1300000
8003538,1700000
15049544,1300000
1450568,1300000
9302254,3160000
9936883,1800000
2797946,1300000
34155,3160000
9770981,2350000
2315888,2350000
7383327,3160000
3806702,2350000
6779929,2500000
10149934,2350000
14938922,1800000
2339974,1300000
22207582,2350000
17907655,2500000
16414929,2350000
2275851,1700000
18142299,2350000
7307826,2500000
5930274,2500000
6443873,1300000
14758098,2350000
1523149,1700000
6445974,2500000
6283063,1300000
18610906,2350000
16925885,1800000
18694830,2500000
6078786,2500000
19465472,2500000
16019910,3160000
19405235,2500000
61827,3160000
3403787,1300000
19469255,2500000
6220715,1300000
1264032,1700000
3185532,3160000
9486245,2350000
4576859,2500000
7921214,3160000
22081479,2500000
16924718,1300000
1936109,2350000
10257288,1300000
20607811,1300000
14779814,2500000
9618275,2500000
1423821,2350000
17979683,1700000
16298812,1700000
2154902,1300000
5626948,1700000
18700302,2350000
21979066,3160000
14751436,1800000
2645851,1800000
3023066,1800000
14994074,3160000
11757713,2500000
10396637,2350000
6359422,2500000
12710895,2350000
12024091,2500000
9689026,2350000
21079005,3160000
12538109,1300000
1878599,2350000
16338829,2350000
21249188,1800000
6811152,2350000
18648416,2500000
455552,1700000
6316213,1300000
19469263,2500000
15326978,1300000
10350605,1700000
6160249,3160000
8409311,3160000
169947,1700000
8307569,3160000
7851872,1800000
18609824,1300000
9812283,2500000
8458032,1800000
8002200,1700000
1838326,1300000
10224915,2500000
22091441,1300000
18648093,2350000
16365551,1700000
8348509,1700000
18704698,1300000
15820482,2500000
9068839,1800000
4986346,2350000
18555124,1800000
3030498,2500000
11872621,1700000
5927916,1300000
5955716,3160000
1644444,3160000
5851077,1700000
8064349,1300000
17747770,2350000
9948692,2350000
7174641,1800000
1152653,1800000
5971091,1700000
10884265,1700000
20512145,2350000
10481113,1700000
2196060,2350000
10900701,3160000
6879258,3160000
7439103,1300000
10215750,1800000
7046544,1700000
17114627,1800000
2525844,2500000
10902918,1700000
1166824,1800000
22216202,3160000
7655567,2350000
7269798,3160000
7331901,1800000
569334,1800000
9682425,1800000
14945378,3160000
9689397,1700000
9453447,1800000
9710152,1300000
4274964,2350000
22095127,1700000
9703268,1700000
16493932,3160000
14051298,1700000
18689740,1700000
16236019,2350000
17386239,3160000
6497100,1700000
23190987,2500000
7503343,1700000
18629221,1300000
7507573,1700000
1607871,1300000
2855862,1700000
1092910,2350000
1136250,2500000
3643222,1700000
18651917,3160000
109578,3160000
5710029,1700000
856293,3160000
2133352,1300000
8362174,1300000
7176064,1300000
6638808,1300000
11710384,2350000
5998072,2350000
10382380,3160000
9807330,2350000
8486080,2350000
9702473,3160000
3772554,1800000
2063032,2500000
22008809,1300000
22108112,2350000
9302214,2500000
3553328,2500000
2023976,2500000
5729733,1800000
2722523,3160000
1409391,2350000
2700036,1300000
1295176,2350000
9943031,2350000
5999510,3160000
20704424,2350000
8495647,1300000
110579,3160000
6480790,1700000
1548166,1700000
1094636,3160000
17153510,1300000
5164275,2500000
19387583,1800000
2806331,3160000
15052519,1800000
7206885,2500000
2786056,2350000
3869863,2500000
7390712,1700000
6452620,3160000
6537272,1700000
18636407,2500000
941071,3160000
7931074,3160000
18707673,1800000
1221881,2350000
15627783,2500000
5633312,1300000
3290489,2500000
984811,1800000
9753624,2350000
1433148,2500000
15617542,2500000
2694347,2350000
12166623,3160000
10319845,1700000
2794712,2500000
7874987,2350000
4564171,1300000
1397229,2500000
5184143,2350000
19374929,1800000
18472978,1800000
3193808,3160000
16045355,1700000
2228636,2500000
18735785,2500000
6102638,1700000
7306636,2500000
14805402,3160000
5896407,2500000
16661457,3160000
19459695,1800000
9325920,3160000
19391383,1700000
5851024,1700000
7340151,2500000
23256508,3160000
5598189,1700000
1690282,1700000
1432870,2350000
13704869,1800000
2795827,3160000
1935637,2350000
8232997,2350000
5701108,1800000
7905502,3160000
22105025,3160000
5707995,2350000
8174289,1800000
1386857,2350000
949059,2500000
19457967,1800000
5129045,1300000
7873248,1800000
22184060,1800000
4574538,3160000
22178202,1700000
6146574,1800000
5792974,3160000
13003234,1700000
3029403,3160000
9530233,1800000
813728,2350000
606364,1700000
9927404,1800000
169313,2350000
6812514,2500000
7143722,2500000
6995752,1800000
1582571,1700000
8035734,2350000
1261627,1300000
12268662,2500000
3540515,1300000
4554267,2500000
14198789,1800000
10147574,1800000
5770060,2500000
7999577,3160000
9949333,2500000
1410270,3160000
426008,2350000
2086280,1800000
18667052,1800000
9735835,1800000
10393943,1800000
9258916,1800000
1628163,3160000
129289,2500000
15294868,2500000
3390896,2350000
6179779,2350000
5402994,1300000
9646540,2350000
7937583,1300000
1330385,1800000
1717818,2350000
6874870,1300000
11297301,2500000
2096456,1700000
7797396,3160000
3471050,2350000
817287,2500000
6461500,1700000
2973219,3160000
3566307,3160000
2817183,2350000
2475492,1300000
14218843,1300000
14207508,1800000
2280514,2500000
2590713,2350000
3464886,2350000
1933127,2350000
9859363,3160000
482409,2350000
3874779,1800000
18719218,1800000
4620447,2350000
6524896,2500000
791233,2500000
1065457,1700000
21305634,3160000
2620105,1300000
10268966,2500000
1949859,2500000
7462116,1700000
3057323,1700000
12669637,1300000
8021008,1300000
1445037,1300000
5312407,1700000
20293097,2350000
20744320,2350000
10424300,3160000
1835555,1300000
4614845,2500000
18659401,1700000
18718575,1300000
2541471,1800000
1673731,3160000
6412166,2350000
6167829,1300000
10547406,1700000
13225463,2350000
10342528,1700000
4367315,2500000
16791963,2350000
7990696,2500000
3160711,1700000
6305347,2500000
11517302,3160000
16436464,1300000
2769554,1700000
269859,2500000
888634,1300000
4966164,2350000
1747619,1300000
10322599,2350000
16828218,2350000
23046022,1800000
1276342,1700000
3020583,2500000
9367061,2500000
7420502,1700000
11938621,3160000
3816254,2350000
1648829,1300000
6827332,1800000
7244233,1700000
8046724,1300000
5878436,3160000
10235179,3160000
7587887,2350000
1350477,1300000
2472853,1800000
2472967,2500000
3401136,1800000
7405833,1300000
9460719,1800000
9852918,1700000
17366557,2500000
2502276,1700000
12534568,3160000
5916082,2350000
1157823,2350000
18592903,2350000
7142679,1700000
8490599,1300000
12087434,3160000
2702638,2350000
6320073,2500000
449929,1700000
2101524,2350000
891928,1800000
3489187,3160000
6765763,1700000
9921178,1300000
7940421,1700000
22103055,2500000
2424864,1800000
18679754,1800000
8271789,3160000
7213469,1300000
23009643,1800000
15887997,3160000
8423878,1300000
7165485,3160000
4855467,2350000
9554451,3160000
7748951,1800000
1272582,1800000
14420900,1800000
2425532,3160000
9355090,2350000
517323,3160000
5939803,1300000
5730484,2500000
12611354,2500000
2637407,1700000
6589983,1800000
17880161,2500000
21981916,2350000
9271122,2350000
6272389,3160000
2017168,2350000
184980,1700000
6233938,2350000
4633844,2350000
18663819,2500000
10917012,1700000
15804596,1700000
794057,1300000
7335717,1800000
228004,3160000
7557334,2500000
1753152,3160000
19404677,1300000
1650320,1300000
20294158,3160000
16237486,1700000
9554510,3160000
13684093,2350000
18357451,3160000
22189727,1300000
3414152,1700000
1876649,1700000
17460794,2350000
132951,1300000
1202416,1300000
1645298,1800000
5612263,1300000
18702750,3160000
6114932,2350000
3122710,1800000
2140182,2350000
7776410,1300000
6677372,3160000
1543706,1300000
7048751,1800000
11013837,2350000
5500100,3160000
6233849,3160000
9519096,2500000
21915490,1300000
10770342,2500000
961902,2500000
7723188,1300000
1477618,1700000
22251908,3160000
10988783,2350000
10396249,1300000
2893359,1300000
1770804,1700000
8019971,1800000
13078612,2500000
9366156,1700000
17142359,2500000
10141893,1700000
13693532,1300000
19807414,1700000
7925032,1700000
1544745,2350000
2726973,1700000
1299786,1300000
561853,2500000
18425359,1300000
1492034,1800000
13648217,1700000
18799449,1700000
1875810,1700000
11297018,1800000
2787137,3160000
13692576,3160000
9284934,2350000
6314092,3160000
8330033,1700000
6133520,1800000
2636446,2350000
7767641,2350000
10478989,1300000
16789453,1800000
6166196,2350000
4739260,2350000
9630994,2350000
6996714,1800000
10832521,1300000
6484125,1300000
11984615,1800000
3399459,1300000
7972818,2350000
9760983,3160000
8160075,1300000
2118977,2500000
927490,2500000
18611560,1300000
10993245,1300000
23270587,1700000
1975922,2500000
7661205,3160000
7564945,1300000
22062221,2350000
5910396,2350000
15958957,2500000
10085117,3160000
1250167,1300000
10447348,1800000
3230219,1800000
19460022,2500000
2574413,3160000
7876955,1700000
7080939,1700000
8230680,1300000
6879191,1300000
9408930,3160000
10356670,2350000
13969930,1300000
6828984,1800000
2626655,2350000
5550582,3160000
7611066,1700000
14826309,2500000
3494096,2350000
1092271,2350000
6594122,1300000
21470383,1800000
4845692,2500000
18654921,1700000
5885783,1300000
9471807,3160000
5499617,1800000
3347345,3160000
9133720,1300000
9361494,1700000
9792338,2350000
6443870,1300000
2750041,2350000
1726155,3160000
1913896,2350000
18674322,1800000
7222331,2500000
20878975,2350000
6992703,2500000
16014863,1700000
21902806,1800000
21455133,3160000
10169471,3160000
7809512,1700000
9956184,2500000
8332444,3160000
5301843,2500000
14701795,2350000
9454969,3160000
19412833,2500000
10004046,1700000
9935309,1300000
1297049,2500000
10448766,2500000
23221138,1700000
14931431,1300000
19406651,1700000
2326078,1700000
10435310,2500000
7268991,1700000
6906663,1800000
738546,2350000
17957133,1800000
2697432,1300000
2065853,1800000
10805072,2500000
16926024,1300000
2657946,1800000
1132230,2350000
23251147,2350000
6529566,2500000
5812361,1300000
8258849,1300000
10054238,1800000
9628462,2350000
7185276,1700000
17340660,2500000
1334086,2500000
6308450,2350000
2347249,2350000
6639793,2350000
7036174,2350000
4088259,1300000
7490987,2350000
3084106,1300000
18715314,1800000
6561729,1800000
19384305,1300000
14801549,1800000
6411865,1800000
5005390,1700000
7354331,1300000
6794049,1800000
2366224,2350000
9804501,1800000
6525411,1800000
3124588,1300000
10433742,2350000
10333299,1800000
10058256,2350000
5542203,2500000
2693459,2350000
7362882,2500000
986054,1800000
1242692,2500000
2934979,1800000
1030638,3160000
12681662,1800000
16971623,1700000
7190308,1700000
16029961,2500000
195167,2350000
10961752,2350000
10771545,2500000
8312946,1700000
8291700,3160000
5194157,3160000
1742970,1800000
1827066,1300000
5441806,1300000
10779906,3160000
10123269,2500000
16914298,3160000
5614545,2350000
9393373,1700000
10126589,2500000
6568316,1800000
1246748,1700000
21163842,1700000
13831825,2350000
5285095,1800000
8000510,2350000
3116578,1700000
9922176,1800000
14775042,2350000
7976381,2500000
2448885,2350000
4762139,1700000
175531,1700000
7587050,2350000
3906378,2500000
17897687,1300000
1065593,1300000
6358223,2500000
2017557,2500000
10587331,1700000
4061912,2350000
7678740,3160000
5668725,2350000
5312543,2500000
2506416,1800000
7565408,2500000
13448956,1300000
10226725,1300000
10444870,1300000
19448980,1300000
17829657,2350000
6979227,2500000
2090277,2350000
21981385,1300000
7418894,3160000
6071258,1800000
19127541,1300000
9232459,1800000
19413571,1700000
17777335,1700000
7953252,3160000
17948666,2500000
14075526,1300000
7210121,3160000
8409445,1300000
6884858,2350000
1618528,1300000
3605022,1300000
7880997,1300000
1147712,1800000
10313922,1700000
13728698,1700000
2842270,1800000
450741,2500000
1007558,2500000
1376894,3160000
1794829,1300000
10581453,2350000
19462026,3160000
7608018,3160000
7840214,1800000
3170205,2350000
2062841,1300000
9988262,3160000
2693090,1700000
748425,1300000
766473,1700000
6142806,1300000
3150880,1700000
7942925,2500000
17517812,1700000
8203263,1700000
2127417,2350000
2206892,2350000
8423802,2500000
14883124,3160000
6342708,2500000
5528015,3160000
18646486,2350000
10974252,3160000
3445600,2500000
21091635,2500000
9534808,3160000
209148,1800000
5906842,2500000
6994905,1700000
5948311,1800000
5964226,3160000
22037123,1700000
18566394,3160000
5460907,3160000
14952016,3160000
18653437,3160000
2949934,2350000
6808529,2350000
10181733,2500000
11249994,2500000
23192938,2500000
8145643,2500000
20613511,2350000
7750557,1700000
7367336,1800000
1417443,2500000
1548235,1300000
19449851,1800000
8011436,3160000
7383981,1800000
5820585,1300000
8352766,1800000
17979673,1700000
3390144,1700000
18690639,2350000
17987216,1300000
3116044,1700000
17067973,1700000
7568352,1300000
4609695,2350000
2153438,2350000
5265694,1800000
1276837,3160000
9798136,1700000
18664697,1800000
21563319,2500000
10059531,3160000
22121694,2500000
3016987,2350000
10092999,2500000
10878017,2350000
1608698,2350000
4845515,2500000
774871,1800000
7977874,3160000
17203038,3160000
19384403,2500000
5436494,1700000
9460262,1700000
9481181,2500000
15158161,1300000
7585891,1800000
11001790,1800000
7505230,2350000
3234059,1800000
12294858,1300000
1963985,1300000
6128726,3160000
10502952,2350000
6760194,3160000
7553860,2350000
18730959,3160000
2573146,2500000
9709965,1700000
9300574,2350000
3376926,2500000
4243262,2500000
16662364,1700000
11139206,1700000
3403807,1700000
140595,3160000
4698401,2350000
2353274,1800000
6114659,1700000
2714264,1800000
9510910,2350000
5601946,3160000
267616,2500000
6204494,1700000
1073343,2350000
22183693,1700000
12542724,2500000
22040959,1300000
6977341,2350000
3023506,1800000
65340,2500000
18014895,2500000
16031194,1700000
3393823,2350000
1268241,2350000
2492048,1300000
5849375,1800000
7744014,2500000
4126334,1300000
16496196,1700000
1095949,3160000
18632257,2350000
921292,1800000
18676778,2500000
12594995,2350000
1193128,2350000
14595229,3160000
7251614,1300000
20745735,1800000
10893160,2500000
3241420,1800000
3968115,1800000
4939881,1700000
22240775,1700000
22103038,2500000
9491112,2350000
22103619,1300000
10906113,2350000
800183,1300000
19406203,1700000
6784555,2350000
10212675,3160000
1678554,1700000
1309606,1800000
18637787,1300000
8526864,3160000
2955005,1800000
8155627,1700000
17586901,2350000
9355016,1700000
3078688,2500000
19406237,1300000
14841987,3160000
17158588,1300000
1446665,1800000
7782517,3160000
5864735,2500000
10264234,1700000
17159789,1300000
10758924,1300000
10754650,2350000
14185540,1700000
13696156,1800000
10241746,2350000
9313457,1700000
14983149,1800000
11805339,1300000
2214194,1300000
7597000,1300000
7818122,2350000
6183723,2350000
264063,3160000
19451382,1800000
9093603,1300000
3096321,2500000
1093426,1800000
22195553,1700000
10857795,1300000
18012321,1800000
7710317,3160000
21706263,1800000
2533471,2500000
19470502,1300000
20991153,1300000
292711,3160000
9350661,1800000
9392567,2500000
10182261,3160000
14731073,2350000
10400188,3160000
9948553,2350000
5412595,1700000
9519832,1800000
5652035,3160000
7671090,3160000
9531655,1300000
22225245,3160000
21777492,2500000
7320371,1700000
6559616,1300000
12795884,3160000
3503195,3160000
7165558,2500000
8484080,1800000
6000128,2500000
18652958,1800000
7944143,3160000
2042889,2500000
1094737,1800000
18282004,1300000
10549479,1800000
6204369,2350000
7718476,2500000
7056774,1700000
9918183,2500000
6034309,3160000
11833138,1700000
2849633,2350000
946341,2500000
2535090,1800000
1750987,1800000
5554859,3160000
9512281,2350000
7593328,2500000
14145335,1300000
1168929,1300000
10417077,3160000
9288905,2500000
5690589,2350000
9514179,3160000
7027113,1700000
20621405,2500000
2528276,3160000
18641844,2500000
2849913,1700000
14351204,1800000
18642751,1800000
9576705,2350000
10888632,2500000
7906619,3160000
10478749,2500000
7124259,1800000
10985620,2500000
2357536,1800000
2551928,1800000
1094368,3160000
8225740,1700000
22112415,1700000
23119616,3160000
1505797,1800000
19404032,2500000
5739666,2350000
791135,2500000
2748095,2500000
17596111,3160000
9762631,1300000
3229456,1800000
1224447,3160000
1193206,2500000
11011553,2350000
10198086,2350000
9547472,2350000
6564231,2500000
6066793,2500000
19169189,3160000
857243,2350000
1168411,2500000
8401459,2350000
1236927,3160000
2371070,1800000
3126748,1800000
4102838,3160000
5897469,1700000
7544196,1700000
1022119,1800000
18406820,2350000
5945848,1300000
4838313,3160000
6877085,1700000
942312,3160000
5777691,2500000
37498,2350000
23040794,3160000
18129830,2500000
87000,1800000
2459677,1800000
3332794,2350000
7480489,1700000
18458331,2350000
7979062,1300000
1283831,1700000
8434204,2350000
7991265,1300000
15537381,2500000
19426267,2500000
3111564,2350000
9387209,2500000
10702873,1800000
9485202,3160000
1745311,1700000
3179761,2350000
5286896,2500000
6874912,1700000
19152260,1800000
2909988,2350000
2070607,2350000
17915531,1800000
15628383,1800000
9889979,1300000
1870774,3160000
8492675,1300000
7275033,1300000
7140836,1300000
10259314,2350000
16299675,2350000
10211765,3160000
10818223,2500000
16720342,1800000
8390060,2350000
10849669,1300000
10903758,2500000
16165930,1800000
3458010,2350000
5647138,1800000
2106895,2350000
6481268,1800000
23002472,1300000
1693200,1300000
843748,1800000
18689144,2500000
3289218,2350000
9460873,1300000
4474007,1800000
18824433,1800000
18663507,3160000
2102812,2350000
2510844,2500000
15214831,2500000
15354183,1700000
9842938,2350000
7278688,1300000
1818322,2500000
7558262,3160000
16459879,1300000
9628965,3160000
1128202,3160000
6756720,2500000
9717724,1800000
10952749,1700000
2084953,3160000
14643805,1300000
10319363,2500000
3141539,2500000
15166150,2500000
7669875,1300000
1498194,2500000
22046583,3160000
16460789,3160000
7112037,2350000
22108136,3160000
7681646,2500000
3002394,3160000
7328454,3160000
2378721,1300000
1587767,2500000
7389418,2350000
7726157,3160000
6533422,1300000
966562,2500000
22012406,1700000
7424280,1700000
7276778,1300000
8353675,1700000
7615063,1300000
5515292,2350000
11797358,2500000
8525130,2350000
10386024,1300000
21917378,1300000
21970666,1300000
9652870,2350000
17478119,2500000
774610,1700000
21368687,1300000
10122299,2350000
19419235,1800000
5492739,1800000
3174401,3160000
109044,1300000
4231203,2350000
18702626,3160000
9916260,2500000
5564795,2350000
4392108,1800000
6706729,1300000
10417719,1700000
9573380,3160000
1983405,2500000
7623275,2350000
9842084,1800000
17390370,1800000
15735099,1800000
18733724,1700000
7294189,3160000
3195863,1800000
19384595,2500000
22009062,1300000
6791351,3160000
3141046,2350000
1030304,1300000
15883759,3160000
14104031,3160000
14465803,3160000
10774378,1300000
5031288,1800000
8440722,1800000
7328473,1300000
18745962,1700000
1670432,2500000
5973461,2500000
2483415,3160000
6031160,1700000
7481946,2350000
18680354,2500000
3292936,2500000
7432610,1300000
11251617,1300000
8507873,3160000
1748154,3160000
18630420,2350000
3195618,2500000
819507,2350000
7764783,1700000
192631,3160000
7995928,1800000
9714916,1800000
6776024,1700000
8262171,1800000
5984167,1300000
10777390,3160000
4313943,1300000
1037213,1700000
3284006,3160000
6998684,1300000
3235723,1800000
7969198,3160000
5905833,2350000
2270392,2500000
22110485,2350000
9837647,2500000
18664968,2350000
6145160,1700000
15776128,1300000
981828,1300000
10879682,1300000
6646305,1700000
5461617,3160000
7922455,1300000
8246401,2500000
2279608,2350000
14687260,3160000
1086376,1300000
791559,1800000
2573758,1300000
21528619,1800000
1519218,1300000
5286662,1800000
6805492,1700000
2393783,1300000
7109622,2350000
23282008,1700000
1361291,1300000
8395161,1300000
5436414,2350000
11031146,2350000
3020700,1700000
9501918,1800000
2585131,1800000
5972812,1300000
7848419,2500000
2917056,1800000
2646230,1700000
20091563,1700000
809445,3160000
4093473,1700000
6940594,1700000
6149156,3160000
11390625,1800000
2886586,1800000
7008238,2350000
3304460,3160000
2594203,1800000
6734473,2500000
2871348,1300000
9916702,2500000
3291349,2500000
2222209,1800000
10034502,1800000
19383184,1800000
20999008,1800000
21149671,1800000
8337387,2500000
6771341,3160000
5311718,3160000
1434777,2350000
2894622,3160000
9062523,1800000
2583853,3160000
7341546,1300000
173377,3160000
2780647,2500000
3940187,1700000
5672842,1300000
7701907,3160000
7345523,3160000
9800613,3160000
9498008,2500000
18633089,2500000
2238285,2350000
18489015,2500000
1258392,1800000
6811177,2350000
7448850,3160000
1357330,1800000
8074274,1700000
13289279,1300000
18667155,1800000
1270354,2500000
9510469,1300000
5604841,1700000
6164931,1800000
6006404,2350000
12010213,2500000
6078187,2350000
3489968,2350000
20613993,3160000
14208780,3160000
19377358,1300000
6200229,1300000
16394296,3160000
17168311,1700000
15095197,1800000
5801378,1300000
13478471,1800000
21969758,3160000
2314141,1700000
2439951,2500000
7543563,1300000
7412645,1700000
10708710,1300000
8091427,3160000
499417,1800000
6502470,2500000
3418541,2500000
10152826,1800000
3353375,3160000
7257984,1300000
7304188,3160000
5578956,2500000
7087332,2350000
1684147,1800000
2412131,2500000
1654742,3160000
1749748,1300000
5516155,2350000
8034979,1700000
16331386,1800000
22076498,3160000
5281210,2500000
5972515,2500000
5449584,3160000
7624073,1700000
7405106,1700000
9506004,1700000
4689567,1800000
16404157,1700000
922964,1300000
230124,3160000
11543851,1300000
7024091,2350000
13688637,2350000
808228,2350000
17152707,1700000
10900559,2350000
13713873,1700000
900344,1700000
5482917,2500000
10220385,1700000
9218477,1300000
7421953,1800000
7775111,1800000
18733185,2500000
2816325,1300000
758402,1800000
16015103,3160000
10054137,2500000
13504638,2500000
1232722,3160000
5512003,1800000
207268,1700000
4205816,3160000
2512794,2500000
5985677,1300000
1084420,3160000
6493468,2350000
16136386,2500000
18579157,1800000
9328142,1300000
8203548,2350000
21719604,1300000
6603656,3160000
11268524,2500000
7084427,2350000
9899370,1800000
1687677,2500000
2866311,3160000
18719839,3160000
7288238,2350000
2637632,1300000
4932356,2350000
2130490,2500000
9397605,1700000
5542148,1800000
1340828,1700000
7599701,2500000
6013303,1700000
15908253,1700000
207346,1800000
6481621,3160000
7476804,2500000
14993476,1300000
1241212,2350000
9179965,2500000
760371,3160000
10894238,1700000
5410474,3160000
16605491,3160000
3332573,3160000
5507827,1300000
10454903,2350000
1116541,3160000
18655338,2500000
7437903,3160000
5236643,1300000
8437084,2350000
14382391,1800000
9518567,2500000
14764092,2500000
11098909,2350000
9141465,1300000
3450215,1300000
6118403,1700000
23199554,2500000
18618107,3160000
6823536,1700000
6364205,2500000
1282680,1300000
7519913,1800000
7414732,2500000
7122603,1800000
5542110,2500000
18680840,3160000
1864272,2500000
18030740,2500000
7887291,1300000
2878623,1300000
9274931,1700000
1616295,1800000
4850730,3160000
9970088,1300000
6568966,2350000
315056,1800000
8362214,1300000
5544204,1700000
8283342,1800000
463266,1800000
144552,1700000
7256633,2350000
2091586,2350000
5285802,3160000
11889992,1700000
1319493,3160000
9604238,1700000
7426107,1800000
17759026,3160000
3075462,2350000
2993314,1300000
7545797,3160000
22964518,3160000
20440976,1700000
6586122,1700000
9762237,1700000
7679925,3160000
10167745,2500000
8004650,1800000
22254256,1700000
7825338,2500000
6695832,1700000
21665935,1300000
6753574,2350000
7287360,1300000
6371789,3160000
9323889,1800000
6678804,1700000
9316776,2350000
17024342,1800000
18688923,1800000
5973660,1700000
10107946,1800000
8285352,3160000
23226240,2500000
18636923,1800000
10964353,1300000
21145981,2350000
15254779,3160000
19395954,1300000
6233380,1300000
7660404,3160000
2442721,3160000
1854556,2350000
9514847,2350000
19191617,2500000
9649943,1800000
7893485,2500000
18576814,2500000
16965435,1300000
10530316,2350000
813018,1700000
5910554,2500000
16565850,1800000
10226183,2500000
9983250,2500000
1641629,1800000
7530690,1800000
1346127,2500000
15639104,1300000
17219614,3160000
11763950,1800000
4703637,2350000
6547416,1300000
10059056,1800000
6608733,1800000
7587894,1800000
7178311,1300000
5548170,2350000
2334833,2350000
4313187,2500000
2093245,3160000
18680401,2350000
8634227,2350000
4607329,1300000
17517938,1800000
1174352,3160000
8489775,2500000
6659688,1300000
10541438,3160000
1896624,2350000
15158572,1300000
9568462,1700000
1449343,1300000
8197886,2500000
19680560,1300000
19402963,1300000
16565793,2500000
19403525,2350000
14500677,1700000
1873553,1800000
16291189,1700000
5337858,1800000
14755647,2350000
5468873,2350000
7649567,2350000
5906259,1800000
5986513,2500000
16921657,1700000
1459780,3160000
6023044,2350000
7180082,1800000
21917245,3160000
19474200,3160000
9886791,1700000
8511926,1700000
5823002,3160000
1464746,2500000
3180241,1300000
822955,1800000
20446608,1300000
15324182,1300000
8034962,1800000
23038124,1300000
13684463,1300000
2552359,2500000
15671250,2500000
2420344,1700000
