Afiliado_Id,salario,conteo_transacciones,gasto_total,tasa_anulacion_pct,ratio_gasto_salario
1498725,1800000,2,52366.0,50.0,0.0291
1498770,2350000,1,59135.0,0.0,0.0252
1498778,1700000,3,113330.0,33.33,0.0667
1498800,1700000,4,6263038.0,0.0,3.6841
1498811,1800000,2,73004.0,0.0,0.0406
1498876,1800000,2,66498.0,50.0,0.0369
1498881,1700000,4,63060.0,0.0,0.0371
1498898,2500000,1,12811.0,0.0,0.0051
1498951,1800000,2,84524.0,0.0,0.047
1498960,1800000,1,64014.0,0.0,0.0356
1498964,2500000,3,2972800.0,0.0,1.1891
1498976,1800000,2,1840300.0,0.0,1.0224
1498986,2500000,8,272224.0,25.0,0.1089
1498989,1300000,4,367460.0,0.0,0.2827
1499078,2500000,2,9584.0,0.0,0.0038
1499165,3160000,2,9420.0,0.0,0.003
1499228,1700000,3,45561.0,0.0,0.0268
1499285,3160000,5,329395.0,20.0,0.1042
1499323,1300000,4,240031.0,0.0,0.1846
1499349,1300000,2,54390.0,0.0,0.0418
1499406,1300000,2,958374.0,0.0,0.7372
1499410,1800000,2,144320.0,0.0,0.0802
1499428,2500000,2,9586.0,0.0,0.0038
1499456,3160000,4,440000.0,0.0,0.1392
1499467,1300000,4,232326.0,25.0,0.1787
1499499,3160000,4,52000.0,0.0,0.0165
1499528,2350000,6,655740.0,0.0,0.279
1499538,1800000,4,227287.0,25.0,0.1263
1499545,2350000,2,65803.0,50.0,0.028
1499557,2350000,1,107324.0,0.0,0.0457
1499565,3160000,3,60906.0,33.33,0.0193
1499573,2350000,6,836012.0,16.67,0.3557
1499597,2500000,2,26000.0,0.0,0.0104
1499752,1700000,3,65235.0,0.0,0.0384
1499761,3160000,1,22743.0,0.0,0.0072
1499765,1800000,6,417782.0,0.0,0.2321
1499783,1300000,2,3783372.0,50.0,2.9103
1499790,1300000,1,511700.0,0.0,0.3936
1499810,3160000,1,478558.0,0.0,0.1514
1499832,3160000,1,123000.0,100.0,0.0389
1499841,2350000,1,17574.0,0.0,0.0075
1499849,1800000,6,903588.0,16.67,0.502
1499853,2350000,2,80588.0,0.0,0.0343
1499883,1800000,1,64676.0,0.0,0.0359
1499904,2500000,3,168600.0,0.0,0.0674
1499905,3160000,5,925965.0,20.0,0.293
1499907,2500000,2,81600.0,50.0,0.0326
1499911,1300000,2,9586.0,0.0,0.0074
1499987,1800000,3,77673.0,0.0,0.0432
1500019,2500000,3,195430.0,0.0,0.0782
1500028,1700000,3,386874.0,0.0,0.2276
1500053,1300000,2,32526.0,50.0,0.025
1500114,2350000,1,2811380.0,0.0,1.1963
1500116,2500000,5,4892896.0,40.0,1.9572
1500118,1800000,2,48120.0,0.0,0.0267
1500136,3160000,1,26002.0,0.0,0.0082
1500279,1800000,2,9420.0,50.0,0.0052
1500298,2350000,1,58132.0,0.0,0.0247
1500332,3160000,2,30198.0,0.0,0.0096
1500353,3160000,2,435078.0,0.0,0.1377
1500393,1800000,1,64676.0,0.0,0.0359
1500410,1800000,3,122023.0,33.33,0.0678
1500445,3160000,5,408254.0,0.0,0.1292
1500485,1700000,12,1673481.0,33.33,0.9844
1500521,2350000,1,33249.0,0.0,0.0141
1500534,2500000,1,66000.0,0.0,0.0264
1500535,1800000,4,77348.0,0.0,0.043
1500545,2350000,2,97454.0,50.0,0.0415
1500552,2350000,3,111305.0,0.0,0.0474
1500553,3160000,1,79500.0,0.0,0.0252
1500562,2350000,6,91050.0,0.0,0.0387
1500595,1800000,2,112400.0,0.0,0.0624
1500598,1300000,2,22296.0,50.0,0.0172
1500661,3160000,2,15052.0,0.0,0.0048
1500671,3160000,5,1495395.0,20.0,0.4732
1500675,1700000,2,77554.0,0.0,0.0456
1500680,1700000,3,191800.0,0.0,0.1128
1500682,2350000,2,80054.0,0.0,0.0341
1500700,1800000,2,6964.0,0.0,0.0039
1500737,1700000,6,85670.0,16.67,0.0504
1500742,1300000,4,96240.0,25.0,0.074
1500757,3160000,1,27641.0,0.0,0.0087
1500783,1300000,1,16500.0,0.0,0.0127
1500790,3160000,3,75156.0,33.33,0.0238
1500803,2500000,1,29999.0,0.0,0.012
1500827,2500000,3,398487.0,0.0,0.1594
1500860,1800000,2,258034.0,0.0,0.1434
1500874,3160000,1,16500.0,0.0,0.0052
1500902,1700000,4,324359.0,25.0,0.1908
1500928,2350000,1,42840.0,0.0,0.0182
1500949,1800000,8,8491368.0,0.0,4.7174
1500952,1700000,2,97454.0,0.0,0.0573
1500975,2500000,2,52470.0,0.0,0.021
1500978,1800000,2,133302.0,0.0,0.0741
1501003,2500000,2,30670.0,50.0,0.0123
1501017,2350000,2,1770362.0,0.0,0.7533
1501028,3160000,2,98145.0,0.0,0.0311
1501031,1300000,1,30198.0,0.0,0.0232
1501138,1800000,6,673283.0,0.0,0.374
1501142,2500000,6,254451.0,0.0,0.1018
1501146,1800000,1,4372.0,0.0,0.0024
1501149,1300000,2,35148.0,50.0,0.027
1501198,1300000,1,16500.0,0.0,0.0127
1501207,3160000,2,48120.0,0.0,0.0152
1501208,1700000,1,9900.0,0.0,0.0058
1501233,3160000,2,112400.0,0.0,0.0356
1501236,3160000,1,49544.0,100.0,0.0157
1501244,1300000,5,172732.0,20.0,0.1329
1501316,3160000,2,73162.0,0.0,0.0232
1501351,3160000,3,120000.0,0.0,0.038
1501405,2500000,2,279000.0,0.0,0.1116
1501426,2500000,4,574900.0,0.0,0.23
1501451,3160000,5,300668.0,0.0,0.0951
1501492,2500000,2,596400.0,50.0,0.2386
1501495,2350000,4,168508.0,0.0,0.0717
1501524,3160000,2,104644.0,50.0,0.0331
1501534,1300000,5,174565.0,0.0,0.1343
1501540,2350000,13,369940.0,7.69,0.1574
1501546,1700000,1,72766.0,0.0,0.0428
1501555,2350000,2,108362.0,0.0,0.0461
1501558,1800000,1,39056.0,0.0,0.0217
1501559,2500000,2,9586.0,0.0,0.0038
1501571,1700000,4,101418.0,25.0,0.0597
1501583,1700000,3,403684.0,0.0,0.2375
1501620,1300000,6,321000.0,0.0,0.2469
1501623,1800000,4,518364.0,0.0,0.288
1501635,1800000,10,527712.0,10.0,0.2932
1501643,1300000,2,166176.0,0.0,0.1278
1501698,2500000,6,520797.0,0.0,0.2083
1501707,1800000,1,64659.0,0.0,0.0359
1501719,1700000,1,194368.0,0.0,0.1143
1501740,3160000,1,15099.0,0.0,0.0048
1501801,3160000,2,139292.0,0.0,0.0441
1501828,2500000,2,64630.0,0.0,0.0259
1501845,3160000,1,11650.0,0.0,0.0037
1501860,2350000,1,42262.0,0.0,0.018
1501863,3160000,2,64630.0,0.0,0.0205
1501961,1700000,3,123600.0,0.0,0.0727
1501996,2500000,1,54888.0,0.0,0.022
1502031,2350000,2,42754.0,0.0,0.0182
1502050,1300000,1,29921.0,0.0,0.023
1502079,2500000,2,1770362.0,50.0,0.7081
1502100,2350000,1,17574.0,0.0,0.0075
1502111,1700000,3,93426.0,0.0,0.055
1502112,1300000,4,44734.0,50.0,0.0344
1502139,1700000,2,214200.0,0.0,0.126
1502151,1800000,4,537021.0,0.0,0.2983
1502161,2350000,2,26760.0,0.0,0.0114
1502170,1800000,1,13000.0,0.0,0.0072
1502206,2500000,6,105008.0,0.0,0.042
1502243,2350000,2,294580.0,0.0,0.1254
1502252,2500000,2,30198.0,0.0,0.0121
1502278,3160000,4,5077074.0,0.0,1.6067
1502332,2500000,1,64659.0,0.0,0.0259
1502382,3160000,2,30198.0,50.0,0.0096
1502389,3160000,4,158320.0,0.0,0.0501
1502409,2350000,6,1399017.0,0.0,0.5953
1502490,1300000,1,56200.0,0.0,0.0432
1502522,2500000,4,428713.0,0.0,0.1715
1502565,1800000,1,11894.0,0.0,0.0066
1502631,1700000,5,125988.0,40.0,0.0741
1502694,1800000,2,116328.0,50.0,0.0646
1502726,1800000,2,90996.0,0.0,0.0506
1502732,2500000,2,159000.0,0.0,0.0636
1502734,1700000,2,35148.0,50.0,0.0207
1502736,1700000,2,523930.0,50.0,0.3082
1502792,3160000,3,208938.0,33.33,0.0661
1502851,1300000,4,214920.0,0.0,0.1653
1502855,1300000,1,49049.0,0.0,0.0377
1502879,2350000,76,2094982.0,52.63,0.8915
1502891,1300000,2,35148.0,0.0,0.027
1502910,1800000,4,76944.0,50.0,0.0427
1502928,1300000,4,244802.0,0.0,0.1883
1502990,3160000,7,2627277.0,14.29,0.8314
1503015,1800000,2,42540.0,0.0,0.0236
1503016,1300000,2,9586.0,0.0,0.0074
1503083,3160000,2,159000.0,0.0,0.0503
1503148,1300000,2,5474136.0,0.0,4.2109
1503193,1300000,2,57460.0,0.0,0.0442
1503211,1300000,3,95172.0,0.0,0.0732
1503247,1700000,3,84921.0,33.33,0.05
1503279,3160000,6,316165.0,16.67,0.1001
1503287,1700000,12,1592774.0,25.0,0.9369
1503298,1700000,14,956871.0,0.0,0.5629
1503302,1800000,1,35745.0,0.0,0.0199
1503337,1800000,6,8892275.0,16.67,4.9402
1503343,2500000,1,45916.0,0.0,0.0184
1503348,1800000,4,96240.0,25.0,0.0535
1503423,1700000,2,135600.0,0.0,0.0798
1503451,3160000,3,119937.0,33.33,0.038
1503455,1700000,2,77240.0,0.0,0.0454
1503499,1300000,2,69660.0,0.0,0.0536
1503508,1300000,2,83772.0,0.0,0.0644
1503530,3160000,1,33330.0,0.0,0.0105
1503565,2350000,2,407676.0,0.0,0.1735
1503566,1800000,2,48120.0,50.0,0.0267
1503655,2350000,6,526168.0,0.0,0.2239
1503671,1800000,1,16500.0,0.0,0.0092
1503727,3160000,2,30374.0,0.0,0.0096
1503736,1800000,2,30198.0,0.0,0.0168
1503765,3160000,2,54390.0,0.0,0.0172
1503776,2500000,2,2186928.0,50.0,0.8748
1503786,1700000,3,102928.0,0.0,0.0605
1503799,1800000,2,9586.0,0.0,0.0053
1503826,2350000,4,120792.0,50.0,0.0514
1503864,2500000,3,17484.0,0.0,0.007
1503917,3160000,1,16500.0,0.0,0.0052
1503954,2500000,2,60000.0,0.0,0.024
1503968,2500000,2,66498.0,50.0,0.0266
1503985,2500000,4,455688.0,25.0,0.1823
1503987,1800000,2,402972.0,50.0,0.2239
1504011,2500000,1,2811380.0,0.0,1.1246
1504026,2350000,1,15099.0,0.0,0.0064
1504029,2350000,2,940828.0,50.0,0.4004
1504045,2500000,2,232980.0,0.0,0.0932
1504065,1700000,1,42262.0,0.0,0.0249
1504091,2350000,10,481000.0,30.0,0.2047
1504141,2500000,2,68758.0,50.0,0.0275
1504152,1800000,2,235242.0,0.0,0.1307
1504166,1300000,2,114138.0,0.0,0.0878
1504185,1700000,1,2811380.0,0.0,1.6538
1504201,2500000,2,129318.0,50.0,0.0517
1504228,3160000,2,81896.0,0.0,0.0259
1504271,2350000,11,2255994.0,0.0,0.96
1504272,1300000,2,35148.0,50.0,0.027
1504282,1300000,1,58700.0,0.0,0.0452
1504329,3160000,2,49398.0,50.0,0.0156
1504341,2500000,1,39056.0,0.0,0.0156
1504386,1700000,8,204095.0,0.0,0.1201
1504419,2500000,2,9586.0,0.0,0.0038
1504428,1700000,4,132996.0,25.0,0.0782
1504445,1700000,19,1934558.0,0.0,1.138
1504478,2350000,1,15547.0,100.0,0.0066
1504544,3160000,3,171897.0,0.0,0.0544
1504554,2350000,1,18953.0,0.0,0.0081
1504563,1700000,3,316322.0,0.0,0.1861
1504578,3160000,4,96776.0,50.0,0.0306
1504590,1300000,1,21270.0,0.0,0.0164
1504608,2350000,2,255080.0,50.0,0.1085
1504642,1300000,2,1871000.0,0.0,1.4392
1504662,2350000,2,48120.0,0.0,0.0205
1504677,2500000,1,33249.0,100.0,0.0133
1504697,3160000,13,1536286.0,0.0,0.4862
1504713,1700000,2,70000.0,0.0,0.0412
1504716,1300000,2,71490.0,0.0,0.055
1504730,1300000,4,806696.0,25.0,0.6205
1504746,1700000,1,95500.0,0.0,0.0562
1504751,2350000,2,146800.0,0.0,0.0625
1504791,1700000,2,9586.0,0.0,0.0056
1504831,1700000,1,36430.0,0.0,0.0214
1504854,1700000,3,45561.0,0.0,0.0268
1504855,2350000,2,126998.0,50.0,0.054
1504859,1800000,3,751424.0,0.0,0.4175
1504901,2500000,1,24247.0,0.0,0.0097
1504906,1700000,14,97814.0,0.0,0.0575
1504960,2500000,1,57503.0,100.0,0.023
1504977,2500000,1,36430.0,0.0,0.0146
1505004,1300000,2,48120.0,0.0,0.037
1505012,3160000,1,41554.0,0.0,0.0132
1505014,2350000,2,23000.0,0.0,0.0098
1505067,2350000,4,96240.0,25.0,0.041
1505093,2350000,5,328344.0,0.0,0.1397
1505112,2350000,8,407194.0,12.5,0.1733
1505136,2350000,3,128958.0,0.0,0.0549
1505197,3160000,5,13388060.0,0.0,4.2367
1505206,1300000,2,65980.0,0.0,0.0508
1505273,1800000,2,59002.0,0.0,0.0328
1505301,1700000,1,15335.0,0.0,0.009
1505317,1800000,12,667676.0,0.0,0.3709
1505319,1300000,8,390766.0,12.5,0.3006
1505364,2350000,6,184404.0,50.0,0.0785
1505396,2350000,5,250566.0,0.0,0.1066
1505407,1700000,1,27039.0,0.0,0.0159
1505417,1300000,4,211200.0,0.0,0.1625
1505438,1700000,1,15099.0,0.0,0.0089
1505447,1700000,3,99747.0,0.0,0.0587
1505483,2500000,2,139292.0,0.0,0.0557
1505485,2350000,5,250729.0,40.0,0.1067
1505501,1700000,1,50904.0,100.0,0.0299
1505525,1800000,2,3519000.0,0.0,1.955
1505531,2500000,3,99747.0,0.0,0.0399
1505545,2350000,1,407827.0,0.0,0.1735
1505547,2500000,1,64676.0,0.0,0.0259
1505564,1700000,1,17574.0,0.0,0.0103
1505571,2500000,6,316186.0,16.67,0.1265
1505581,3160000,1,822772.0,0.0,0.2604
1505701,1300000,2,267208.0,0.0,0.2055
1505740,1300000,2,52334.0,0.0,0.0403
1505745,1800000,2,166400.0,50.0,0.0924
1505748,3160000,3,939986.0,33.33,0.2975
1505764,1700000,12,3921222.0,0.0,2.3066
1505775,1300000,17,531965.0,0.0,0.4092
1505797,1800000,12,1264200.0,0.0,0.7023
1505800,2500000,3,109743.0,0.0,0.0439
1505812,1300000,1,147290.0,0.0,0.1133
1505841,2500000,1,18953.0,0.0,0.0076
1505856,1700000,1,2811380.0,0.0,1.6538
1505889,3160000,3,52504.0,0.0,0.0166
1505895,3160000,3,447771.0,0.0,0.1417
1505910,1700000,3,99747.0,0.0,0.0587
1505949,3160000,1,56200.0,0.0,0.0178
1505983,3160000,8,454920.0,12.5,0.144
1505991,1700000,1,193474.0,0.0,0.1138
1506077,2350000,1,39056.0,0.0,0.0166
1506082,1800000,1,2811380.0,0.0,1.5619
1506146,1800000,6,756258.0,16.67,0.4201
1506157,3160000,2,183356.0,0.0,0.058
1506159,3160000,3,552312.0,33.33,0.1748
1506167,3160000,1,4793.0,0.0,0.0015
1506181,1800000,1,75012.0,0.0,0.0417
1506214,2350000,2,114138.0,0.0,0.0486
1506224,1800000,2,69126.0,50.0,0.0384
1506234,1300000,3,110106.0,33.33,0.0847
1506241,3160000,8,628611.0,12.5,0.1989
1506274,1800000,1,2360100.0,0.0,1.3112
1506275,1800000,2,139292.0,0.0,0.0774
1506276,1300000,1,91437.0,0.0,0.0703
1506293,1300000,2,128088.0,0.0,0.0985
1506316,1800000,4,19172.0,25.0,0.0107
1506317,3160000,2,377810.0,50.0,0.1196
1506348,1700000,1,16500.0,0.0,0.0097
1506355,1300000,3,2912580.0,0.0,2.2404
1506369,2350000,2,71490.0,0.0,0.0304
1506373,1300000,1,142429.0,100.0,0.1096
1506409,3160000,2,30198.0,50.0,0.0096
1506412,3160000,3,66402.0,33.33,0.021
1506462,1700000,4,226200.0,0.0,0.1331
1506470,2350000,4,1058020.0,0.0,0.4502
1506474,1300000,1,16500.0,0.0,0.0127
1506507,1800000,2,100000.0,0.0,0.0556
1506521,2350000,2,86076.0,0.0,0.0366
1506527,1800000,1,120014.0,0.0,0.0667
1506577,1800000,1,123000.0,0.0,0.0683
1506590,2500000,4,205340.0,50.0,0.0821
1506599,2350000,4,1990552.0,0.0,0.847
1506601,2500000,1,15099.0,0.0,0.006
1506606,1300000,5,257506.0,0.0,0.1981
1506623,1800000,1,64676.0,0.0,0.0359
1506641,2500000,4,203306.0,0.0,0.0813
1506668,3160000,2,139292.0,0.0,0.0441
1506682,2500000,2,168216.0,0.0,0.0673
1506684,2350000,4,139602.0,25.0,0.0594
1506697,1300000,2,1078910.0,0.0,0.8299
1506745,1700000,1,67800.0,0.0,0.0399
1506746,2500000,7,963895.0,14.29,0.3856
1506764,3160000,8,894896.0,0.0,0.2832
1506846,2350000,2,66498.0,0.0,0.0283
1506879,1800000,1,46453.0,0.0,0.0258
1506895,1800000,8,473046.0,0.0,0.2628
1506931,1800000,2,66498.0,0.0,0.0369
1506954,1700000,1,450317.0,0.0,0.2649
1506975,1300000,2,14670.0,50.0,0.0113
1506985,3160000,4,231302.0,50.0,0.0732
1507009,2500000,2,107682.0,0.0,0.0431
1507041,1300000,2,2403102.0,50.0,1.8485
1507044,1800000,2,96902.0,0.0,0.0538
1507129,1800000,2,114138.0,0.0,0.0634
1507199,1700000,2,9584.0,0.0,0.0056
1507222,3160000,2,1747200.0,0.0,0.5529
1507242,2350000,4,281374.0,0.0,0.1197
1507275,2500000,2,214200.0,0.0,0.0857
1507281,3160000,2,48120.0,50.0,0.0152
1507289,1800000,5,399968.0,20.0,0.2222
1507342,1300000,11,484898.0,0.0,0.373
1507362,1800000,2,66498.0,50.0,0.0369
1507384,2350000,6,67016.0,0.0,0.0285
1507415,1300000,1,1842000.0,0.0,1.4169
1507440,1700000,3,352929.0,0.0,0.2076
1507472,2500000,2,77092.0,0.0,0.0308
1507487,1800000,2,84400.0,0.0,0.0469
1507499,1700000,5,248058.0,20.0,0.1459
1507530,1300000,2,48120.0,0.0,0.037
1507554,1300000,2,9584.0,0.0,0.0074
1507621,1300000,1,33249.0,0.0,0.0256
1507643,1800000,2,9420.0,50.0,0.0052
1507652,3160000,1,2811380.0,0.0,0.8897
1507656,2350000,1,37874.0,0.0,0.0161
1507679,2350000,1,13300.0,0.0,0.0057
1507698,2500000,2,585414.0,0.0,0.2342
1507719,1300000,3,85200.0,0.0,0.0655
1507755,1300000,1,22743.0,0.0,0.0175
1507782,2500000,2,35148.0,0.0,0.0141
1507797,1700000,2,9586.0,0.0,0.0056
1507834,1700000,1,135587.0,0.0,0.0798
1507839,1300000,1,36000.0,0.0,0.0277
1507877,1800000,4,145626.0,0.0,0.0809
1507879,1800000,2,30198.0,0.0,0.0168
1507924,3160000,2,5622760.0,0.0,1.7794
1507927,1800000,2,410632.0,50.0,0.2281
1507935,3160000,4,144014.0,0.0,0.0456
1507972,1800000,2,66498.0,0.0,0.0369
1508010,1300000,6,139340.0,16.67,0.1072
1508017,1700000,1,448529.0,100.0,0.2638
1508075,1300000,1,30000.0,0.0,0.0231
1508091,3160000,4,132996.0,25.0,0.0421
1508129,2350000,2,20839.0,0.0,0.0089
1508130,1700000,1,54888.0,0.0,0.0323
1508147,2500000,1,15099.0,0.0,0.006
1508228,3160000,2,1078910.0,0.0,0.3414
1508256,3160000,2,232980.0,0.0,0.0737
1508303,3160000,2,101808.0,50.0,0.0322
1508332,2500000,1,51885.0,0.0,0.0208
1508343,2350000,10,299272.0,30.0,0.1273
1508359,2500000,1,17574.0,0.0,0.007
1508362,1300000,4,96240.0,25.0,0.074
1508372,2500000,6,205999.0,16.67,0.0824
1508391,1800000,2,30198.0,0.0,0.0168
1508410,1300000,4,952312.0,25.0,0.7325
1508428,1700000,3,52913.0,33.33,0.0311
1508435,3160000,2,112400.0,0.0,0.0356
1508440,2500000,1,95500.0,0.0,0.0382
1508471,1800000,1,573400.0,0.0,0.3186
1508545,2350000,1,50000.0,0.0,0.0213
1508575,1800000,6,655740.0,0.0,0.3643
1508585,1700000,1,39056.0,0.0,0.023
1508610,3160000,18,1846819.0,11.11,0.5844
1508626,3160000,3,26086.0,0.0,0.0083
1508632,1300000,1,24060.0,0.0,0.0185
1508636,2500000,2,124336.0,0.0,0.0497
1508637,1800000,4,49504.0,0.0,0.0275
1508642,1800000,3,99747.0,0.0,0.0554
1508684,2500000,1,15099.0,0.0,0.006
1508690,1800000,4,107248.0,25.0,0.0596
1508759,2350000,1,12811.0,0.0,0.0055
1508765,2350000,1,17574.0,0.0,0.0075
1508822,1300000,2,48120.0,50.0,0.037
1508876,1700000,4,247708.0,0.0,0.1457
1508883,2350000,1,296765.0,0.0,0.1263
1508890,2500000,6,140500.0,0.0,0.0562
1508902,1300000,2,388736.0,50.0,0.299
1508972,1800000,3,2889470.0,0.0,1.6053
1508982,1300000,1,49049.0,0.0,0.0377
1508988,1300000,3,166656.0,0.0,0.1282
1508996,1300000,2,48120.0,0.0,0.037
1509013,1800000,3,72180.0,0.0,0.0401
1509014,1700000,1,147290.0,0.0,0.0866
1509016,1700000,2,77092.0,0.0,0.0453
1509020,1800000,2,120000.0,0.0,0.0667
1509032,1800000,2,114138.0,0.0,0.0634
1509042,3160000,2,824478.0,50.0,0.2609
1509056,1800000,4,657190.0,0.0,0.3651
1509060,3160000,3,28819.0,0.0,0.0091
1509117,1800000,4,46000.0,0.0,0.0256
1509136,3160000,2,521962.0,0.0,0.1652
1509174,1700000,15,1351443.0,0.0,0.795
1509176,2350000,1,22840.0,0.0,0.0097
1509224,1300000,2,64512.0,0.0,0.0496
1509251,2500000,2,86018.0,50.0,0.0344
1509264,1300000,6,221919.0,0.0,0.1707
1509301,2350000,2,105600.0,0.0,0.0449
1509302,1700000,7,1014969.0,14.29,0.597
1509307,1800000,10,1040224.0,0.0,0.5779
1509311,2500000,4,2558614.0,25.0,1.0234
1509327,1700000,1,50600.0,0.0,0.0298
1509392,2350000,3,39566.0,0.0,0.0168
1509407,3160000,10,181920.0,20.0,0.0576
1509421,1800000,4,178768.0,25.0,0.0993
1509470,2500000,4,96240.0,25.0,0.0385
1509555,1800000,1,39435.0,0.0,0.0219
1509587,2500000,7,928583.0,0.0,0.3714
1509596,1800000,2,30198.0,0.0,0.0168
1509648,2350000,4,148248.0,0.0,0.0631
1509652,2350000,2,224060.0,0.0,0.0953
1509668,2350000,1,27195.0,0.0,0.0116
1509674,3160000,1,24060.0,0.0,0.0076
1509685,1700000,2,82710.0,0.0,0.0487
1509708,3160000,1,40737.0,0.0,0.0129
1509716,1800000,1,24060.0,0.0,0.0134
1509724,1800000,28,5468420.0,3.57,3.038
1509758,2350000,1,18003.0,0.0,0.0077
1509779,2350000,2,41158.0,0.0,0.0175
1509790,3160000,2,58916.0,50.0,0.0186
1509829,2500000,1,30000.0,0.0,0.012
1509833,1800000,3,984753.0,33.33,0.5471
1509865,1700000,2,91508.0,0.0,0.0538
1509884,2500000,1,16500.0,0.0,0.0066
1509931,2350000,1,18953.0,0.0,0.0081
1509933,1700000,4,57706.0,0.0,0.0339
1509974,3160000,3,107235.0,0.0,0.0339
1509982,1800000,6,7604426.0,16.67,4.2247
1510033,1300000,8,104000.0,0.0,0.08
1510087,2500000,1,76810.0,0.0,0.0307
1510089,1300000,1,237600.0,0.0,0.1828
1510107,3160000,3,220200.0,0.0,0.0697
1510130,2500000,3,287386.0,0.0,0.115
1510196,2350000,3,216809.0,0.0,0.0923
1510202,1300000,1,56200.0,0.0,0.0432
1510211,2350000,4,19172.0,0.0,0.0082
1510258,1700000,2,104070.0,0.0,0.0612
1510262,1300000,2,35148.0,0.0,0.027
1510278,1700000,5,157148.0,0.0,0.0924
1510299,2500000,6,1774800.0,0.0,0.7099
1510327,3160000,1,41891.0,0.0,0.0133
1510360,2350000,4,195798.0,0.0,0.0833
1510393,1300000,2,173934.0,0.0,0.1338
1510395,2350000,2,82710.0,0.0,0.0352
1510401,1700000,3,224726.0,33.33,0.1322
1510421,1800000,7,431883.0,28.57,0.2399
1510427,2500000,2,72110.0,0.0,0.0288
1510567,1700000,2,79310.0,0.0,0.0467
1510597,1800000,2,49252.0,50.0,0.0274
1510624,1800000,1,15099.0,0.0,0.0084
1510627,1800000,4,11245520.0,0.0,6.2475
1510653,3160000,9,728997.0,0.0,0.2307
1510667,2500000,2,139292.0,0.0,0.0557
1510703,1700000,2,388736.0,50.0,0.2287
1510720,1800000,1,16500.0,0.0,0.0092
1510732,1700000,2,30198.0,50.0,0.0178
1510740,1800000,2,9586.0,0.0,0.0053
1510742,1800000,2,23000.0,0.0,0.0128
1510790,2350000,1,442436.0,100.0,0.1883
1510796,1800000,3,108720.0,0.0,0.0604
1510809,3160000,1,13893.0,0.0,0.0044
1510820,1800000,3,266400.0,0.0,0.148
1510868,3160000,2,70000.0,0.0,0.0222
1510878,1700000,2,129318.0,50.0,0.0761
1510950,2500000,1,14008.0,0.0,0.0056
1510951,1300000,2,113100.0,0.0,0.087
1510990,1300000,1,147270.0,100.0,0.1133
1511017,3160000,3,118740.0,0.0,0.0376
1511029,1700000,1,64659.0,0.0,0.038
1511051,1700000,2,74913.0,0.0,0.0441
1511056,2500000,2,129318.0,0.0,0.0517
1511065,1300000,3,175959.0,0.0,0.1354
1511076,1800000,1,35334.0,0.0,0.0196
1511090,1800000,1,15099.0,0.0,0.0084
1511131,1300000,6,148490.0,16.67,0.1142
1511150,3160000,4,239632.0,25.0,0.0758
1511154,2350000,2,139292.0,0.0,0.0593
1511155,1700000,8,49187.0,0.0,0.0289
1511169,1700000,1,39056.0,0.0,0.023
1511214,3160000,5,216914.0,0.0,0.0686
1511219,1800000,2,59654.0,0.0,0.0331
1511297,2500000,37,1735804.0,0.0,0.6943
1511346,1300000,4,966119.0,0.0,0.7432
1511364,1700000,4,841458.0,0.0,0.495
1511386,1800000,2,66498.0,0.0,0.0369
1511390,1700000,2,18604.0,0.0,0.0109
1511426,3160000,1,24060.0,0.0,0.0076
1511436,1300000,2,175346.0,50.0,0.1349
1511487,1300000,2,6964.0,0.0,0.0054
1511496,1300000,4,71628.0,0.0,0.0551
1511581,1300000,2,9586.0,0.0,0.0074
1511620,2500000,2,167036.0,0.0,0.0668
1511694,3160000,2,127600.0,0.0,0.0404
1511702,1300000,1,33249.0,100.0,0.0256
1511710,3160000,2,1645544.0,50.0,0.5207
1511720,2500000,9,374199.0,0.0,0.1497
1511731,1300000,3,78705.0,0.0,0.0605
1511757,2350000,1,55660.0,0.0,0.0237
1511758,3160000,2,88536.0,50.0,0.028
1511772,2500000,3,175959.0,0.0,0.0704
1511798,1700000,2,101200.0,0.0,0.0595
1511868,1300000,2,136808.0,0.0,0.1052
1511872,2350000,2,129318.0,50.0,0.055
1511876,1700000,2,48120.0,0.0,0.0283
1511880,3160000,2,114138.0,0.0,0.0361
1511885,1800000,7,1905246.0,14.29,1.0585
1511895,1800000,4,202474.0,0.0,0.1125
1511941,2500000,2,48912.0,0.0,0.0196
1512024,2350000,4,239532.0,0.0,0.1019
1512044,3160000,1,35746.0,0.0,0.0113
1512158,3160000,4,96240.0,25.0,0.0305
1512164,2500000,1,17574.0,0.0,0.007
1512205,1300000,2,492528.0,0.0,0.3789
1512206,3160000,4,85080.0,25.0,0.0269
1512231,1300000,2,9586.0,0.0,0.0074
1512241,2350000,2,90996.0,0.0,0.0387
1512244,2350000,1,24430.0,0.0,0.0104
1512254,1300000,2,14242.0,0.0,0.011
1512270,1700000,1,24060.0,0.0,0.0142
1512300,2350000,3,105000.0,0.0,0.0447
1512315,2350000,1,39056.0,0.0,0.0166
1512354,1800000,1,26183.0,0.0,0.0145
1512356,1800000,2,104230.0,0.0,0.0579
1512381,1800000,2,66498.0,0.0,0.0369
1512425,3160000,3,169050.0,0.0,0.0535
1512429,1300000,2,149396.0,0.0,0.1149
1512485,2350000,1,63499.0,100.0,0.027
1512493,3160000,2,9586.0,0.0,0.003
1512508,2500000,35,491441.0,2.86,0.1966
